"Name","Team","Level","Age","PA","BB.","K.","BB.K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC.","mYear","playerid","zAge"
"Jhonatan Solano","WSN","AAA",28,374,0.06149733,0.13101604,0.46938776,0.25072886,0.30481283,0.3877551,0.69256793,0.13702624,3.152186045,0.26480836,0.048226932,38.67770152,-4.692648868,0.313011132,89.18005313,2014,7515,0.343515025315137
"Ed Lucas","MIA","AAA",32,57,0.12280702,0.1754386,0.7,0.26086957,0.35087719,0.2826087,0.63348589,0.02173913,1.162593955,0.30769231,-0.001010936,5.047671457,-2.410000648,0.29269693,67.68427716,2014,7532,1.58070992121246
"Marc Krauss","HOU","AAA",26,184,0.11956522,0.23369565,0.51162791,0.28930818,0.375,0.4591195,0.8341195,0.16981132,2.612455418,0.36283186,0.197248012,27.60569206,3.531803158,0.364424892,114.6706798,2014,7577,-0.275082422633527
"Nick Evans","ARI","AAA",28,227,0.10132159,0.12334802,0.82142857,0.35353535,0.42290749,0.63131313,1.05422062,0.27777778,3.380662018,0.36419753,-0.003538274,50.13100795,20.43115589,0.447044967,168.7921133,2014,7595,0.343515025315137
"Endy Chavez","SEA","AAA",36,134,0.09701493,0.12686567,0.76470588,0.27192982,0.34615385,0.28947368,0.63562753,0.01754386,2.749894035,0.31313131,-1.832181613,12.0424616,-5.489609659,0.294229465,68.68818535,2014,768,2.81790481710979
"Kyle Jensen","MIA","AAA",26,556,0.08633094,0.26438849,0.32653061,0.25955734,0.33093525,0.48088531,0.81182056,0.22132797,2.01582999,0.31192661,0.192867291,77.86375326,5.118741154,0.352770874,107.0365528,2014,7706,-0.275082422633527
"Travis d'Arnaud","NYM","AAA",25,68,0.05882353,0.07352941,0.8,0.3968254,0.44117647,0.85714286,1.29831933,0.46031746,1.790584393,0.35294118,-0.002197534,20.50136079,11.72860393,0.54099197,231.714216,2014,7739,-0.584381146607858
"Ty Kelly","SEA","AAA",25,549,0.15482696,0.17486339,0.88541667,0.26315789,0.38095238,0.4122807,0.79323308,0.14912281,4.692027526,0.30259366,0.817930788,80.91579879,9.086641159,0.361340723,112.6503518,2014,7740,-0.584381146607858
"David Cooper","CLE","AAA",27,163,0.12269939,0.08588957,1.42857143,0.22377622,0.3190184,0.27272727,0.59174567,0.04895105,1.080357143,0.24806202,-0.078503313,13.20206183,-5.699989273,0.284492246,69.84459919,2014,7752,0.0342163013408052
"Jermaine Curtis","STL","AAA",26,279,0.15053763,0.07885305,1.90909091,0.25333333,0.38628159,0.28888889,0.67517048,0.03555556,3.916373886,0.27804878,0.99443987,33.52531434,-2.97802806,0.329574992,91.84176608,2014,7765,-0.275082422633527
"Matt Hague","TOR","AAA",28,442,0.11085973,0.1719457,0.64473684,0.28198433,0.37104072,0.46475196,0.83579268,0.18276763,2.513187111,0.31525424,-1.241624393,67.83838127,16.58251263,0.376707443,132.3524175,2014,7772,0.343515025315137
"Joey Butler","STL","AAA",28,106,0.17924528,0.1509434,1.1875,0.36046512,0.48113208,0.54651163,1.02764371,0.18604651,1.148291955,0.40909091,-0.00235885,24.0891738,10.22052041,0.454529739,173.6951175,2014,7799,0.343515025315137
"Miguel Rojas","LAD","AAA",25,173,0.05780347,0.12138728,0.47619048,0.30188679,0.35260116,0.43396226,0.78656342,0.13207547,4.992708955,0.32592593,0.025063487,22.88909629,0.254407268,0.343744913,101.1239707,2014,7802,-0.584381146607858
"Logan Schafer","MIL","AAA",27,185,0.11351351,0.17837838,0.63636364,0.27329193,0.35519126,0.45962733,0.81481859,0.1863354,6.924877573,0.32539683,0.340002942,26.91506046,2.710335206,0.359122915,111.1975458,2014,7937,0.0342163013408052
"Jaff Decker","PIT","AAA",24,409,0.12469438,0.17848411,0.69863014,0.25714286,0.3546798,0.39142857,0.74610837,0.13428571,3.285014958,0.30769231,-1.239016242,51.59427868,4.165205664,0.341923034,108.7819673,2014,7945,-0.89367987058219
"Tim Beckham","TBR","AAA",24,65,0.03076923,0.21538462,0.14285714,0.25806452,0.28125,0.29032258,0.57157258,0.03225806,3.415468431,0.33333333,-0.843037209,3.819886297,-3.717741445,0.256221773,50.67756631,2014,7949,-0.89367987058219
"Guillermo Quiroz","SFG","AAA",32,252,0.03174603,0.22222222,0.14285714,0.26666667,0.29482072,0.36666667,0.66148739,0.1,1.988871643,0.33516484,-0.003201296,22.7370349,-10.23372598,0.294646252,68.96120773,2014,7989,1.58070992121246
"Adron Chambers","HOU","AAA",27,206,0.09223301,0.15533981,0.59375,0.28333333,0.35148515,0.41111111,0.76259626,0.12777778,2.549642373,0.31724138,-2.451565293,26.61601499,1.210502631,0.342875199,105.0349582,2014,7995,0.0342163013408052
"Brandon Boggs","ATL","AAA",31,331,0.0755287,0.20241692,0.37313433,0.25589226,0.32218845,0.4040404,0.72622885,0.14814814,5.444322595,0.30666667,0.455492888,38.19326697,-0.190652759,0.328237436,99.50330044,2014,8021,1.27141119723813
"Erik Komatsu","WSN","AAA",26,301,0.11960133,0.2192691,0.54545455,0.19305019,0.29194631,0.30501931,0.59696562,0.11196912,3.751446816,0.23280423,-0.684463751,23.47955559,-11.14071361,0.279844072,68.55482511,2014,8039,-0.275082422633527
"Brian Bixler","SDP","AA",31,344,0.08139535,0.22965116,0.35443038,0.20521173,0.28654971,0.25081433,0.53736404,0.0456026,4.146236121,0.2699115,-1.051925953,22.02589145,-16.41112533,0.258811645,57.81412239,2014,8055,2.97357385437983
"Brett Carroll","TOR","AAA",31,63,0.04761905,0.3015873,0.15789474,0.17857143,0.24193548,0.19642857,0.43836405,0.01785714,2.809828748,0.26315789,-0.432857972,1.559057897,-5.746642837,0.212950673,21.34029238,2014,8066,1.27141119723813
"Vince Belnome","TBR","AAA",26,492,0.14634146,0.2601626,0.5625,0.24455206,0.35772358,0.38256659,0.74029017,0.13801453,3.066487106,0.32616487,0.159256514,61.89441057,4.840366745,0.341483292,108.4838276,2014,8126,-0.275082422633527
"Matt Angle","MIA","AAA",28,267,0.07490637,0.23220974,0.32258065,0.21338912,0.28030303,0.26359833,0.54390136,0.05020921,3.559619637,0.28089888,0.338935843,15.11920862,-19.81409755,0.255442452,43.28021099,2014,8136,0.343515025315137
"Eric Fryer","MIN","AAA",28,125,0.096,0.232,0.4137931,0.25225225,0.32258065,0.33333333,0.65591398,0.08108108,6.516569816,0.3373494,0.944175437,12.0284456,-2.466992369,0.303867679,82.98090492,2014,8145,0.343515025315137
"Chris Nelson","CIN","AAA",28,363,0.09917355,0.18732782,0.52941176,0.27899687,0.3553719,0.38871473,0.74408663,0.10971786,2.355859688,0.33333333,-0.942639765,45.58478457,1.973002121,0.338265877,103.3664263,2014,8175,0.343515025315137
"Russ Canzler","NYY","AAA",28,441,0.10430839,0.21995465,0.4742268,0.2757732,0.34693878,0.4742268,0.82116558,0.1984536,4.382174554,0.32982456,0.010135412,63.41706906,12.27716392,0.364308194,124.0070135,2014,8265,0.343515025315137
"Matt Tuiasosopo","TOR","AAA",28,487,0.14579055,0.24640657,0.59166667,0.2396088,0.35728953,0.37897311,0.73626264,0.13936431,1.883741078,0.3057554,-0.457900798,61.800692,5.326465692,0.342881323,109.4316754,2014,8272,0.343515025315137
"Justin Christian","TBR","AAA",34,520,0.08269231,0.13653846,0.6056338,0.27114967,0.344294,0.43383948,0.77813348,0.16268981,6.21368273,0.3002611,1.348196415,69.07574633,8.774724399,0.350432875,114.5515351,2014,8297,2.19930736916113
"Francisco Pena","KCR","AAA",24,370,0.04324324,0.17567568,0.24615385,0.23976608,0.2798913,0.51461988,0.79451118,0.2748538,2.475980279,0.21568627,-1.375891306,45.89959772,-2.50985278,0.334114396,94.8153661,2014,8298,-0.89367987058219
"Dean Anna","PIT","AAA",27,241,0.13692946,0.10373444,1.32,0.20707071,0.325,0.30808081,0.63308081,0.1010101,4.396323067,0.22159091,-0.32182839,22.43137344,-5.515830955,0.299639089,80.26338922,2014,8353,0.0342163013408052
"Reid Brignac","PHI","AAA",28,149,0.10738255,0.20805369,0.51612903,0.265625,0.34013605,0.4609375,0.80107355,0.1953125,6.357794099,0.30526316,0.538941877,20.2098451,2.931283045,0.353992409,116.9648553,2014,8380,0.343515025315137
"Pedro Florimon","MIN","AAA",27,314,0.0955414,0.2611465,0.36585366,0.25714286,0.32802548,0.38928571,0.71731119,0.13214285,7.157520446,0.34517766,1.448802708,35.43922269,-0.973317481,0.325027454,97.32697176,2014,8385,0.0342163013408052
"Brett Wallace","TOR","AAA",27,525,0.08380952,0.24952381,0.33587786,0.28177966,0.35047619,0.42584746,0.77632365,0.1440678,1.431470361,0.35582822,-0.661389837,69.47826532,8.597425871,0.349873906,114.1217269,2014,8434,0.0342163013408052
"Xavier Avery","SEA","AAA",24,447,0.09395973,0.20357942,0.46153846,0.275,0.34382022,0.4125,0.75632022,0.1375,6.818749378,0.33222591,2.533614996,56.53866034,-1.945189323,0.336951685,96.67397182,2014,8471,-0.89367987058219
"Jackson Williams","COL","AAA",28,286,0.12937063,0.1993007,0.64912281,0.25619835,0.35335689,0.3677686,0.72112549,0.11157025,2.172811444,0.31521739,-0.776902232,34.31344012,-3.105756758,0.329358725,91.70009777,2014,8524,0.343515025315137
"Steve Susdorf","PHI","AAA",28,305,0.08196721,0.17704918,0.46296296,0.27573529,0.33552632,0.36764706,0.70317338,0.09191177,4.694094958,0.33031674,0.443569139,32.99306247,-2.375806163,0.319062455,93.28277591,2014,8587,0.343515025315137
"Tim Federowicz","LAD","AAA",26,329,0.07902736,0.2006079,0.39393939,0.3277592,0.38297872,0.55518395,0.93816267,0.22742475,2.60032682,0.3800905,0.195169978,61.10603205,18.06087201,0.406080798,141.9579623,2014,8609,-0.275082422633527
"Paulo Orlando","KCR","AAA",28,554,0.07039711,0.15523466,0.45348837,0.30139721,0.35519126,0.41516966,0.77036092,0.11377245,7.09729208,0.35108959,2.67389875,73.42410081,0.940761408,0.344010428,101.2979002,2014,8628,0.343515025315137
"Cord Phelps","BAL","AAA",27,403,0.12903226,0.14888337,0.86666667,0.25947522,0.36069652,0.3877551,0.74845162,0.12827988,4.770984696,0.29390681,-1.851515755,51.96219978,5.22890778,0.345473041,111.1888283,2014,8631,0.0342163013408052
"Carlos Peguero","KCR","AAA",27,418,0.1076555,0.33014354,0.32608696,0.26630435,0.3492823,0.5625,0.9117823,0.29619565,4.717478444,0.33663366,0.364841777,70.49000269,15.80040726,0.386133286,128.8910663,2014,8760,0.0342163013408052
"John Hester","LAA","AAA",30,273,0.0952381,0.25641026,0.37142857,0.26141079,0.33823529,0.41078838,0.74902367,0.14937759,4.547659719,0.34131737,0.596180919,33.7738309,-1.944493385,0.333718508,94.55603413,2014,877,0.9621124732638
"Cole Figueroa","TBR","AAA",27,312,0.125,0.09294872,1.34482759,0.28244275,0.3713355,0.38931298,0.76064848,0.10687023,4.870826609,0.30212766,0.225836078,41.22918873,5.048575565,0.349551265,113.9538143,2014,8790,0.0342163013408052
"Matt Clark","NYM","AA",27,468,0.08547009,0.20726496,0.41237113,0.30434783,0.37606838,0.54830918,0.92437756,0.24396135,1.348214268,0.33898305,-0.105997968,84.33089164,26.61607398,0.402453914,145.9977715,2014,8793,1.1990581138076
"Blake Tekotte","CHW","AAA",27,340,0.08529412,0.26176471,0.3258427,0.24916944,0.32047478,0.43853821,0.75901299,0.18936877,3.454479174,0.31372549,-1.559512662,42.46639589,2.711601952,0.340205558,107.1333965,2014,8810,0.0342163013408052
"Zelous Wheeler","NYY","AAA",27,338,0.08284024,0.18047337,0.45901639,0.29605263,0.36686391,0.46710526,0.83396917,0.17105263,2.77908895,0.34615385,0.042993378,51.92371491,12.72805065,0.376866354,132.4731087,2014,8822,0.0342163013408052
"Ali Solis","TBR","AAA",26,267,0.02247191,0.28089888,0.08,0.20318725,0.23106061,0.28286853,0.51392914,0.07968128,3.3749897,0.27272727,-0.493916104,11.00322281,-19.95903268,0.233890941,35.53753638,2014,8848,-0.275082422633527
"Ryan Lavarnway","BOS","AAA",26,269,0.12639405,0.17100372,0.73913043,0.2826087,0.3866171,0.37826087,0.76487797,0.09565217,0.833646643,0.33888889,-0.154262306,37.11793129,5.910761441,0.356780682,118.9310296,2014,8879,-0.275082422633527
"Dusty Coleman","OAK","AA",27,554,0.08483755,0.36462094,0.23267327,0.22290389,0.3,0.39672802,0.69672802,0.17382413,6.122576074,0.33211679,1.096039472,61.09391199,-0.425085677,0.31952324,99.30901723,2014,8979,1.1990581138076
"Lars Anderson","CHC","AAA",26,242,0.11157025,0.15702479,0.71052632,0.30331754,0.38174274,0.47393365,0.85567639,0.17061611,1.988445393,0.34319527,-0.026740756,38.59486934,9.244370105,0.380834164,132.0805373,2014,9018,-0.275082422633527
"Ezequiel Carrera","DET","AAA",27,434,0.11059908,0.14976959,0.73846154,0.30748663,0.38694639,0.42245989,0.80940628,0.11497326,7.825138682,0.35504886,3.046116255,64.26053252,13.9323719,0.369801249,127.683054,2014,9048,0.0342163013408052
"Justin Smoak","SEA","AAA",27,249,0.13253012,0.16465863,0.80487805,0.33658537,0.42168675,0.50243902,0.92412577,0.16585365,1.380131873,0.37575758,-0.919488673,45.08812187,12.50987005,0.400648488,138.3994516,2014,9054,0.0342163013408052
"Allan Dykstra","NYM","AAA",27,439,0.19134396,0.22095672,0.86597938,0.27988338,0.42596811,0.50437318,0.93034129,0.2244898,3.020905893,0.34042553,-0.008031321,83.24714055,25.80998171,0.41062703,144.9360349,2014,9113,0.0342163013408052
"Brennan Boesch","LAA","AAA",29,407,0.07125307,0.21130221,0.3372093,0.3315508,0.38083538,0.63636364,1.01719902,0.30481284,6.548089823,0.37358491,0.164729447,83.81234416,30.56194861,0.429643294,157.3929044,2014,914,0.652813749289469
"Taylor Green","MIL","AAA",27,196,0.05102041,0.1377551,0.37037037,0.23463687,0.28865979,0.33519553,0.62385532,0.10055866,1.176020393,0.26,-0.006006226,15.95786177,-9.259755903,0.282941931,62.44747825,2014,9147,0.0342163013408052
"Audry Perez","STL","AAA",25,248,0.01612903,0.13709677,0.11764706,0.29237288,0.29795918,0.41949153,0.71745071,0.12711865,1.815526581,0.31343284,-0.460558701,25.90592944,-6.541486035,0.311253064,79.83973164,2014,9176,-0.584381146607858
"Jordan Danks","CHW","AAA",27,406,0.11576355,0.25369458,0.45631068,0.27011494,0.3546798,0.45977011,0.81444991,0.18965517,2.604369177,0.32911392,0.213336574,57.70004337,10.61886086,0.36223667,122.5543631,2014,9187,0.0342163013408052
"Logan Morrison","SEA","AAA",26,77,0.14285714,0.1038961,1.375,0.30769231,0.41558442,0.47692308,0.8925075,0.16923077,4.712112538,0.31481481,0.398539766,13.66429455,3.589895393,0.396426594,135.6338412,2014,9205,-0.275082422633527
"Juan Diaz","MIA","AAA",25,498,0.04417671,0.23493976,0.18803419,0.27801724,0.31048387,0.41810345,0.72858732,0.14008621,3.434086594,0.34210526,-0.378755608,55.2269007,-9.929602947,0.318764772,84.76038094,2014,9235,-0.584381146607858
"Blake Lalli","ARI","AAA",31,312,0.08653846,0.18269231,0.47368421,0.27464789,0.33974359,0.37323944,0.71298303,0.09859155,2.391769643,0.33482143,-0.919600999,35.37389328,-5.447048766,0.32165893,86.65623944,2014,9246,1.27141119723813
"Keon Broxton","PIT","AA",24,471,0.12526539,0.25902335,0.48360656,0.27518428,0.36942675,0.48402948,0.85345623,0.2088452,7.484664066,0.35661765,2.371292348,74.12104982,18.99248626,0.377065693,134.4512627,2014,9253,-0.13182869162157
"AJ Pollock","ARI","AAA",26,52,0.03846154,0.07692308,0.5,0.16326531,0.19230769,0.2244898,0.41679749,0.06122449,4.267857143,0.17391304,-0.000449305,-0.08604375,-6.889534091,0.187441594,-1.264700113,2014,9256,-0.275082422633527
"Chris Herrmann","MIN","AAA",26,228,0.09210526,0.19736842,0.46666667,0.30392157,0.37280702,0.50490196,0.87770898,0.20098039,6.380593098,0.36774194,0.297361318,36.50595475,10.0662759,0.385125356,138.0726103,2014,9284,-0.275082422633527
"Josh Phegley","CHW","AAA",26,467,0.06638116,0.15417559,0.43055556,0.27446301,0.3311828,0.52983294,0.86101574,0.25536993,3.590969047,0.27794562,-0.575908452,71.64280981,17.48785357,0.376599595,132.2922495,2014,9308,-0.275082422633527
"Ryan Wheeler","COL","AAA",25,332,0.06927711,0.18674699,0.37096774,0.26821192,0.31722054,0.36092715,0.67814769,0.09271523,1.507800865,0.31380753,-0.919881815,32.65364437,-10.78402473,0.304060623,75.17356489,2014,9312,-0.584381146607858
"Jason Donald","TEX","AAA",29,248,0.07258065,0.26209677,0.27692308,0.23423423,0.29387755,0.34684685,0.6407244,0.11261262,5.618055272,0.30769231,-0.118140747,21.0877162,-11.35969927,0.288408498,64.9904342,2014,9331,0.652813749289469
"Mark Hamilton","ATL","AAA",29,302,0.13576159,0.25827815,0.52564103,0.23346304,0.3410596,0.37354086,0.71460046,0.14007782,3.034936166,0.3045977,-0.549740681,35.22499172,0.204013592,0.329829274,100.5825468,2014,9334,0.652813749289469
"Carlos Pena","TEX","AAA",36,80,0.0625,0.1875,0.33333333,0.2972973,0.35,0.5,0.85,0.2027027,1.691770205,0.32727273,-0.001123262,12.17842067,1.711512458,0.366991012,116.3516525,2014,934,2.81790481710979
"Brock Holt","BOS","AAA",26,121,0.0661157,0.09917355,0.66666667,0.31481481,0.38016529,0.4537037,0.83386899,0.13888889,8.528266359,0.34375,0.93050717,18.59069467,4.559110722,0.376893886,132.4917753,2014,9345,-0.275082422633527
"Adam Moore","SDP","AAA",30,347,0.08933718,0.22478386,0.3974359,0.29807692,0.36023055,0.48397436,0.84420491,0.18589744,2.366310105,0.36,-0.262636732,53.70265997,8.302445586,0.369945817,118.2872387,2014,9362,0.9621124732638
"Matt McBride","COL","AAA",29,206,0.05825243,0.09223301,0.63157895,0.30481283,0.34466019,0.48663102,0.83129121,0.18181819,2.896205335,0.30120482,-0.460390212,30.04741143,3.095122775,0.359559765,111.4837104,2014,9373,0.652813749289469
"Jeremy Hazelbaker","LAD","AAA",26,399,0.0802005,0.24310777,0.32989691,0.24376731,0.30534351,0.39889197,0.70423548,0.15512466,7.20779332,0.3125,0.418910115,42.43234697,-4.737650503,0.315723654,90.84232866,2014,9399,-0.275082422633527
"Quintin Berry","BAL","AAA",29,432,0.13194444,0.19444444,0.67857143,0.28493151,0.38173302,0.36712329,0.74885631,0.08219178,5.313596418,0.3594306,2.305159234,57.14604699,7.049813381,0.349726383,114.0725417,2014,9414,0.652813749289469
"Chris McGuiness","PIT","AAA",26,489,0.12883436,0.14723926,0.875,0.26428571,0.35787321,0.41190476,0.76977797,0.14761905,2.845231302,0.29651163,-1.452091504,64.40967132,7.703517999,0.349007248,113.5849772,2014,9423,-0.275082422633527
"Jake Goebbert","OAK","AAA",26,339,0.15339233,0.15634218,0.98113208,0.29642857,0.4100295,0.53928571,0.94931521,0.24285714,4.477971292,0.31944444,0.194327531,64.9350178,20.58149423,0.412968139,146.4032901,2014,9431,-0.275082422633527
"Dustin Garneau","COL","AA",26,301,0.09302326,0.13289037,0.7,0.23954373,0.32666667,0.39543726,0.72210393,0.15589353,4.045178695,0.25688073,-0.881294366,35.0729192,-1.637006842,0.327558789,97.07381819,2014,9433,0.755429178664545
"Brandon Bantz","WSN","AA",27,76,0.05263158,0.18421053,0.28571429,0.27142857,0.32,0.34285714,0.66285714,0.07142857,1.42003108,0.33928571,-0.026813769,7.655801065,-1.239678405,0.305048201,86.06395069,2014,9442,1.1990581138076
"Bobby Abreu","NYM","AAA",40,91,0.17582418,0.15384615,1.14285714,0.36,0.47252747,0.50666667,0.97919414,0.14666667,1.005952393,0.43333333,-0.001853382,19.32756914,7.421461042,0.437185031,162.3332241,2014,945,4.05509971300712
"Thomas Neal","CIN","AAA",26,409,0.08801956,0.17114914,0.51428571,0.25549451,0.32923833,0.34340659,0.67264492,0.08791208,2.874494788,0.30479452,-0.608766418,41.83524216,-5.593830864,0.311574306,88.20590303,2014,9461,-0.275082422633527
"Steve Clevenger","BAL","AAA",28,254,0.09055118,0.11811024,0.76666667,0.30530973,0.36614173,0.38938053,0.75552226,0.0840708,2.451308676,0.33838384,0.063927595,32.83460402,3.379874074,0.345894849,111.4748092,2014,9542,0.343515025315137
"Jeff Kobernus","WSN","AA",26,261,0.09578544,0.18390805,0.52083333,0.26086957,0.33846154,0.35652174,0.69498328,0.09565217,6.141890186,0.31868132,2.056990284,28.22954789,-2.065065829,0.318586303,93.1833325,2014,9591,0.755429178664545
"Michael McKenry","COL","AAA",29,93,0.07526882,0.13978495,0.53846154,0.31325301,0.36956522,0.4939759,0.86354112,0.18072289,5.378816752,0.33823529,0.598595932,15.05498312,2.887202317,0.378251904,123.7282571,2014,9628,0.652813749289469
"Shawn O'Malley","LAA","AAA",26,417,0.10791367,0.12470024,0.86538462,0.31714286,0.40147783,0.45428571,0.85576354,0.13714285,7.20408067,0.36120401,0.948951159,69.35571368,15.60839505,0.383280582,128.1115067,2014,9629,-0.275082422633527
"Brett Jackson","CHC","AAA",25,271,0.099631,0.3800738,0.26213592,0.20833333,0.29889299,0.35,0.64889299,0.14166667,5.333367447,0.33587786,-1.748356649,24.60265427,-10.85399731,0.295297749,69.38797989,2014,9632,-0.584381146607858
"Cody Decker","SDP","AAA",27,510,0.1,0.29411765,0.34,0.26057906,0.3372549,0.51447661,0.85173151,0.25389755,3.526888081,0.32374101,-1.378924112,77.30425355,10.57771367,0.366228768,115.8523335,2014,9665,0.0342163013408052
"Adam Rosales","TEX","AAA",31,307,0.09120521,0.19869707,0.45901639,0.27573529,0.3485342,0.43382353,0.78235773,0.15808824,5.553770046,0.32850242,0.595450799,41.61223414,1.445473856,0.347522729,103.5986817,2014,9682,1.27141119723813
"Rusty Ryal","PHI","AA",31,69,0.05797101,0.24637681,0.23529412,0.171875,0.23188406,0.265625,0.49750906,0.09375,4.409730878,0.2173913,0.179065786,2.809497002,-5.2049721,0.232480408,35.18749624,2014,9698,2.97357385437983
"Casper Wells","CHC","AAA",29,69,0.11594203,0.28985507,0.4,0.19672131,0.28985507,0.2295082,0.51936327,0.03278689,1.392857143,0.29268293,-0.001010936,3.74854243,-5.279165907,0.252759393,41.52263554,2014,9700,0.652813749289469
"Chris Dominguez","SFG","AAA",27,528,0.04166667,0.27083333,0.15384615,0.27419355,0.30681818,0.45967742,0.7664956,0.18548387,5.746147894,0.34023669,-0.381156008,64.43144662,-4.65014761,0.331753175,93.26861567,2014,9718,0.0342163013408052
"Ben Paulsen","COL","AAA",26,497,0.1167002,0.23943662,0.48739496,0.29425287,0.37826962,0.53333333,0.91160295,0.23908046,4.871576887,0.36241611,-1.494425195,86.75277174,21.72710444,0.393036511,133.4131203,2014,9741,-0.275082422633527
"Justin Bour","MIA","AAA",26,430,0.09069767,0.13255814,0.68421053,0.30649351,0.37209302,0.51688312,0.88897614,0.21038961,2.749284295,0.31948882,0.136689317,69.72299327,13.46336161,0.37856105,123.9307674,2014,9744,-0.275082422633527
"James Jones","SEA","AAA",25,173,0.07514451,0.17919075,0.41935484,0.28205128,0.34117647,0.3974359,0.73861237,0.11538462,7.312271475,0.34146341,0.024951161,21.17178621,-1.462902809,0.332162728,93.53689901,2014,9767,-0.584381146607858
"Christian Vazquez","BOS","AAA",23,270,0.07777778,0.19259259,0.40384615,0.27868852,0.3358209,0.3852459,0.7210668,0.10655738,2.13053085,0.34031414,-0.527061947,30.73426574,-0.575880269,0.326257198,98.16072314,2014,9774,-1.20297859455652
"Steven Baron","SEA","AA",23,76,0.09210526,0.15789474,0.58333333,0.27536232,0.34210526,0.36231884,0.7044241,0.08695652,4.069390076,0.33333333,-0.215983528,8.743992673,0.04655935,0.327010337,100.5353229,2014,9787,-0.575457626764627
"Will Rhymes","WSN","AAA",31,437,0.07551487,0.12356979,0.61111111,0.25510204,0.31336406,0.375,0.68836406,0.11989796,5.476045295,0.28023599,0.003445217,44.66892617,-6.007124955,0.311485993,88.14602791,2014,9802,1.27141119723813
"Ryan Goins","TOR","AAA",26,402,0.06965174,0.15920398,0.4375,0.28374656,0.33670886,0.35261708,0.68932594,0.06887052,3.432583293,0.34219269,-1.02563585,43.03915544,-3.57817305,0.317648853,92.32437129,2014,9807,-0.275082422633527
"Sean Halton","MIL","AAA",27,453,0.06622517,0.1986755,0.33333333,0.29326923,0.34216336,0.43509615,0.77725951,0.14182692,3.349621029,0.35403727,-0.46381616,59.29730989,0.028442117,0.342102352,100.0479883,2014,9853,0.0342163013408052
"Efren Navarro","LAA","AAA",28,318,0.13522013,0.14779874,0.91489362,0.32600733,0.41823899,0.46153846,0.87977745,0.13553113,4.402892207,0.38116592,-0.063423013,56.02846527,14.42250511,0.394946854,134.664517,2014,9854,0.343515025315137
"Brandon Snyder","BOS","AAA",27,141,0.07801418,0.35460993,0.22,0.20634921,0.28368794,0.44444444,0.72813238,0.23809523,2.420342906,0.26086957,0.154642534,15.90794091,-0.442913118,0.324974681,97.29119275,2014,9856,0.0342163013408052
"Bryan Anderson","OAK","AAA",27,293,0.10580205,0.17064846,0.62,0.3201581,0.39655172,0.53754941,0.93410113,0.21739131,3.718058608,0.3622449,-0.918696858,53.7678902,19.55856975,0.414553591,157.2655177,2014,9871,0.0342163013408052
"Trayvon Robinson","LAD","AAA",26,443,0.07900677,0.25282167,0.3125,0.235,0.29840547,0.3475,0.64590547,0.1125,5.044150717,0.30985915,-1.00779207,38.27868175,-19.6818225,0.29019095,66.04269967,2014,9875,-0.275082422633527
"Ivan De Jesus Jr.","BOS","AAA",27,478,0.10878661,0.17782427,0.61176471,0.28057554,0.35864979,0.38609113,0.74474092,0.10551559,4.074451007,0.33836858,-0.252667241,60.05422085,4.623666075,0.341364853,108.3413671,2014,9886,0.0342163013408052
"Destin Hood","WSN","AA",24,410,0.05853659,0.20243902,0.28915663,0.30104712,0.34634146,0.46335079,0.80969225,0.16230367,5.046263165,0.35986159,0.603342189,58.58233645,10.95504674,0.362351405,123.0273398,2014,9887,-0.13182869162157
"Yorman Rodriguez","CIN","AA",21,502,0.0936255,0.23306773,0.4017094,0.26222222,0.33133733,0.38888889,0.72022622,0.12666667,5.989536934,0.33333333,0.303303588,59.01891336,1.570077465,0.3302751,102.7330014,2014,9922,-1.46271549705074
"Darin Ruf","PHI","AAA",27,91,0.06593407,0.17582418,0.375,0.26506024,0.30769231,0.37349398,0.68118629,0.10843374,2.840455494,0.30882353,0.163365124,8.994584465,-1.558094373,0.307192485,85.23508204,2014,9929,0.0342163013408052
"Trayce Thompson","CHW","AA",23,595,0.1092437,0.25378151,0.43046358,0.23745174,0.32432432,0.41891892,0.74324324,0.18146718,7.069269096,0.3005618,1.900076921,73.75889538,5.667147655,0.338579044,108.3228113,2014,9952,-0.575457626764627
"Ryan Schimpf","TOR","AAA",26,465,0.11182796,0.24731183,0.45217391,0.22670025,0.32758621,0.47858942,0.80617563,0.25188917,4.063272085,0.25095057,0.035599537,64.45913813,10.29908985,0.355459193,118.818515,2014,9953,-0.275082422633527
"Darrell Ceciliani","NYM","AA",24,430,0.05116279,0.20697674,0.24719101,0.28860759,0.33100233,0.40506329,0.73606562,0.1164557,6.531662897,0.35081967,0.174571064,51.88750721,1.557820729,0.330396792,103.0952323,2014,9954,-0.13182869162157
"Jeff Bianchi","MIL","AAA",27,105,0.05714286,0.18095238,0.31578947,0.2755102,0.31428571,0.41836735,0.73265306,0.14285715,3.966547914,0.31168831,0.398595929,11.98877832,-1.749038711,0.322593493,87.26843787,2014,9958,0.0342163013408052
"Alex Hassan","BOS","AAA",26,474,0.12658228,0.22995781,0.55045872,0.28676471,0.37763713,0.42647059,0.80410772,0.13970588,2.922985614,0.36949153,-0.657612924,68.85347938,13.88677862,0.366233234,125.2639842,2014,9959,-0.275082422633527
