"Name","Team","Level","Age","PA","BB.","K.","BB.K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC.","mYear","playerid","zAge"
"Rob Cosby","HOU","AA",27,388,0.03608247,0.12371134,0.29166667,0.22222222,0.25257732,0.37127371,0.62385103,0.14905149,3.846582833,0.22929936,0.373685815,28.01836309,-20.823477,0.276705547,57.36549449,2008,NA,1.1990581138076
"Royce Huffman","CHW","AAA",31,421,0.09501188,0.21852732,0.43478261,0.25945946,0.33966746,0.41081081,0.75047827,0.15135135,2.535007814,0.31617647,-1.174190189,53.24867215,3.125518453,0.337532493,106.235678,2008,NA,1.27141119723813
"Adam Morrissey","LAA","AAA",27,435,0.07586207,0.2183908,0.34736842,0.28498728,0.34562212,0.44783715,0.79345927,0.16284987,2.044032046,0.34146341,-0.281671763,59.91516599,4.012895752,0.353459063,106.957269,2008,NA,0.0342163013408052
"Brennan King","PHI","AAA",27,365,0.03835616,0.1890411,0.20289855,0.23684211,0.2739726,0.31871345,0.59268605,0.08187134,1.253968268,0.27941176,-0.230206544,25.33327993,-18.12266093,0.266729826,58.29647092,2008,NA,0.0342163013408052
"Wayne Lydon","TOR","AAA",27,573,0.10122164,0.14659686,0.69047619,0.25851703,0.33628319,0.31462926,0.65091245,0.05611223,6.645922927,0.30548926,4.373357925,55.68206058,-12.5378137,0.301179119,81.62146467,2008,NA,0.0342163013408052
"Nick Trzesniak","TEX","AAA",27,146,0.04794521,0.32191781,0.14893617,0.2238806,0.27083333,0.37313433,0.64396766,0.14925373,2.911796518,0.30952381,-0.055537355,12.28633035,-5.594094657,0.285100734,68.30080023,2008,NA,0.0342163013408052
"Juan Richardson","KCR","AA",29,559,0.09660107,0.16636852,0.58064516,0.29554656,0.37030411,0.47368421,0.84398832,0.17813765,3.420600997,0.33419023,-1.867642721,86.74392934,16.37643293,0.377048964,123.2727236,2008,NA,2.08631598409372
"Guillermo Reyes","ARI","AA",26,318,0.09433962,0.13836478,0.68181818,0.25089606,0.32371795,0.3046595,0.62837745,0.05376344,4.284143368,0.29237288,-1.43221801,28.48950982,-10.64081563,0.298304029,72.80672853,2008,NA,0.755429178664545
"Casey Rogowski","OAK","AAA",27,473,0.10993658,0.2346723,0.46846847,0.27710843,0.3566879,0.44578313,0.80247103,0.1686747,5.911174643,0.3447099,1.925945355,66.34976697,2.183062657,0.35128636,103.4021736,2008,NA,0.0342163013408052
"Todd Donovan","OAK","AA",29,353,0.11898017,0.17847025,0.66666667,0.27361564,0.36182336,0.34201954,0.7038429,0.0684039,7.581753209,0.34016393,4.707652997,41.49739194,-2.938612063,0.331547901,93.38686696,2008,NA,2.08631598409372
"Jon Weber","TBR","AAA",30,439,0.09111617,0.22551253,0.4040404,0.26478149,0.33409611,0.44730077,0.78139688,0.18251928,5.728861396,0.31914894,-0.597867043,57.77874846,5.512562055,0.343900131,110.5470906,2008,NA,0.9621124732638
"Johnny Raburn","TBR","AA",29,394,0.0786802,0.11928934,0.65957447,0.23512748,0.29487179,0.28328612,0.57815791,0.04815864,6.653916576,0.26688103,0.985413412,26.82176476,-21.66046237,0.27171786,55.32288088,2008,NA,2.08631598409372
"Brandon Chaves","CLE","AA",28,285,0.10526316,0.16491228,0.63829787,0.19838057,0.28723404,0.25506073,0.54229477,0.05668016,6.012187138,0.23383085,0.518645069,17.48761403,-17.29543051,0.260229309,50.27626035,2008,NA,1.64268704895066
"Manny Mayorson","FLA","AA",25,483,0.06832298,0.04347826,1.57142857,0.31367925,0.36440678,0.41509434,0.77950112,0.10141509,4.562680406,0.3195122,-2.18850893,64.24705398,4.094621357,0.351124593,107.0931955,2008,NA,0.311800243521488
"Miguel Negron","CHW","AA",25,551,0.11433757,0.10889292,1.05,0.29853862,0.38095238,0.39874739,0.77969977,0.10020877,5.561337667,0.32850242,-1.667657193,77.06570428,9.264417097,0.360432244,113.6640726,2008,NA,0.311800243521488
"Jared Price","CHW","AA",26,205,0.07804878,0.35609756,0.21917808,0.15846995,0.24137931,0.27322404,0.51460335,0.11475409,0.96016483,0.22115385,0.027122638,9.420886508,-15.50509033,0.241036546,37.12499067,2008,NA,0.755429178664545
"Rashad Eldridge","TBR","AA",26,515,0.12427184,0.17087379,0.72727273,0.28965517,0.38658777,0.3954023,0.78199007,0.10574713,6.53847625,0.35174419,0.712055518,73.39150957,10.02007055,0.36369788,115.8116507,2008,NA,0.755429178664545
"Luis Oliveros","SEA","AA",25,212,0.04716981,0.12264151,0.38461538,0.27604167,0.32850242,0.34375,0.67225242,0.06770833,3.713424969,0.31515152,0.476187095,20.90313211,-6.406694195,0.308312929,77.74619639,2008,NA,0.311800243521488
"Damaso Espino","CLE","AA",25,157,0.0955414,0.11464968,0.83333333,0.24637681,0.32692308,0.26811594,0.59503902,0.02173913,0.79336733,0.28099174,0.032156745,12.7227733,-7.023781272,0.286125143,65.58590011,2008,NA,0.311800243521488
"Jesus Merchan","ARI","AAA",27,477,0.03773585,0.09224319,0.40909091,0.33944954,0.37341772,0.44266055,0.81607827,0.10321101,3.558951437,0.3627204,-0.379102785,70.23522149,5.525881205,0.359142283,108.5395419,2008,NA,0.0342163013408052
"James Tomlin","LAD","AA",25,434,0.08294931,0.10829493,0.76595745,0.31331593,0.37882353,0.42036554,0.79918907,0.10704961,5.366131784,0.35223881,0.384846934,62.81015864,9.405877992,0.366436415,117.6125919,2008,NA,0.311800243521488
"Michael Spidale","PHI","AA",26,395,0.05822785,0.10632911,0.54761905,0.26740947,0.31806616,0.39554318,0.71360934,0.12813371,7.575700937,0.28025478,3.793539361,44.05088014,-3.998814025,0.321459004,91.4253862,2008,NA,0.755429178664545
"John Suomi","PHI","AA",27,207,0.0531401,0.11111111,0.47826087,0.23958333,0.28640777,0.38020833,0.6666161,0.140625,2.40464958,0.25301205,-0.026658072,19.10262188,-5.897873541,0.296805857,76.31121631,2008,NA,1.1990581138076
"Aaron Herr","CIN","AAA",27,328,0.04573171,0.29573171,0.15463918,0.22077922,0.26299694,0.38311688,0.64611382,0.16233766,5.08171146,0.28358209,0.026634581,27.47024715,-11.58057094,0.284709788,70.34486983,2008,NA,0.0342163013408052
"Gary Patchett","LAA","AAA",29,362,0.0801105,0.22375691,0.35802469,0.23899371,0.3079096,0.32389937,0.63180897,0.08490566,3.150630564,0.30508475,-0.914817313,30.42139477,-18.68716117,0.28789461,61.94723951,2008,NA,0.652813749289469
"Brian Peterson","BAL","AA",29,197,0.07614213,0.13705584,0.55555556,0.24293785,0.31122449,0.32768362,0.63890811,0.08474577,1.570053523,0.27516779,-0.404935405,17.62295856,-6.420058185,0.294865335,73.29761796,2008,NA,2.08631598409372
"Kenny Perez","COL","AAA",26,151,0.10596026,0.10596026,1,0.33834586,0.40397351,0.47368421,0.87765772,0.13533835,5.323301643,0.37288136,0.453573744,25.91192634,5.427418201,0.386599635,126.4952332,2008,NA,-0.275082422633527
"Ronnie Merrill","TBR","AAA",29,539,0.12430427,0.16141002,0.77011494,0.25111111,0.34980989,0.35333333,0.70314322,0.10222222,6.055851176,0.29752066,0.256738797,61.94945488,-4.031735197,0.328683201,93.67227576,2008,NA,0.652813749289469
"David Parrish","COL","AA",29,72,0.16666667,0.125,1.33333333,0.17241379,0.32394366,0.31034483,0.63428849,0.13793104,0.767857143,0.17021277,-0.00769184,6.884855201,-2.178579042,0.305733034,75.96298507,2008,NA,2.08631598409372
"Mike Stodolka","KCR","AAA",26,259,0.1042471,0.16216216,0.64285714,0.28634361,0.36575875,0.40528634,0.77104509,0.11894273,1.727048236,0.33149171,-0.385475133,34.91355226,-0.222127271,0.345117109,99.36780141,2008,NA,-0.275082422633527
"Kelley Gulledge","LAD","AAA",29,101,0.0990099,0.32673267,0.3030303,0.22727273,0.32673267,0.44318182,0.76991449,0.21590909,0.96016483,0.31372549,0.031714937,12.9566132,0.276274946,0.349517095,105.847838,2008,NA,0.652813749289469
"Victor Mercedes","CHW","AA",29,445,0.03595506,0.16853933,0.21333333,0.27163462,0.3020595,0.44230769,0.74436719,0.17067307,5.328683101,0.30513595,-2.00107925,51.76069702,-2.997148349,0.331331461,94.52654076,2008,NA,2.08631598409372
"Gregory Porter","WSN","AAA",27,344,0.06976744,0.2122093,0.32876712,0.25471698,0.30813953,0.33647799,0.64461752,0.08176101,2.957025651,0.32098765,-0.276619856,31.10481688,-9.850919166,0.292782141,75.94740049,2008,NA,0.0342163013408052
"Felix Molina","MIN","AAA",25,328,0.06097561,0.15853659,0.38461538,0.24503311,0.29447853,0.33774834,0.63222687,0.09271523,3.976804457,0.288,-2.400586969,27.48141158,-12.54362427,0.287826042,68.76802776,2008,NA,-0.584381146607858
"Jeff Bannon","TBR","AAA",28,98,0.05102041,0.21428571,0.23809524,0.25842697,0.29896907,0.47191011,0.77087918,0.21348314,1.42003108,0.27692308,-0.056841122,12.1585911,0.490968626,0.334563319,104.2079578,2008,NA,0.343515025315137
"Mike Eylward","PHI","AA",28,259,0.07722008,0.2007722,0.38461538,0.22510823,0.30501931,0.34632035,0.65133966,0.12121212,1.726681494,0.26857143,-0.399380103,24.18620813,-7.423646376,0.299705599,76.51477208,2008,NA,1.64268704895066
"Casey Smith","PHI","AAA",29,322,0.04968944,0.19875776,0.25,0.17,0.2125,0.22333333,0.43583333,0.05333333,3.05054434,0.20338983,0.017638206,5.43318099,-32.90329286,0.201561767,14.17235453,2008,NA,0.652813749289469
"Ozzie Chavez","MIL","AAA",24,299,0.06354515,0.17391304,0.36538462,0.23247232,0.28231293,0.32841328,0.61072621,0.09594096,5.139606472,0.2706422,0.174449477,20.62015781,-19.66451305,0.272439615,51.99439782,2008,NA,-0.89367987058219
"Frank Diaz","WSN","AAA",24,126,0.04761905,0.15079365,0.31578947,0.29059829,0.33064516,0.35897436,0.68961952,0.06837607,6.059425178,0.34693878,-0.131674995,13.43579007,-1.565438825,0.312910537,89.5645961,2008,NA,-0.89367987058219
"Salomon Manriquez","NYM","AA",25,353,0.06232295,0.1529745,0.40740741,0.27102804,0.32857143,0.37071651,0.69928794,0.09968847,3.602477497,0.31439394,-0.41239594,38.95803434,-4.124122574,0.320637246,90.4273071,2008,NA,0.311800243521488
"Rex Rundgren","LAD","AAA",27,115,0.03478261,0.13913043,0.25,0.18518519,0.21929825,0.22222222,0.44152047,0.03703703,4.488550879,0.20652174,0.226786872,0.96618159,-14.63460276,0.202637,6.19316035,2008,NA,0.0342163013408052
"Brett Harper","SFG","AAA",26,370,0.03513514,0.15405405,0.22807018,0.31534091,0.33783784,0.57670455,0.91454239,0.26136364,1.478589206,0.32616487,-0.391298365,61.73302641,11.53919851,0.381238424,122.9892778,2008,NA,-0.275082422633527
"Milver Reyes","PIT","AA",25,161,0.04347826,0.19254658,0.22580645,0.18666667,0.22292994,0.23333333,0.45626327,0.04666666,1.172268893,0.22881356,0.015150823,3.669465608,-15.97990341,0.212684257,18.6747249,2008,NA,0.311800243521488
"Juan Gonzalez","LAD","AA",26,430,0.13255814,0.19534884,0.67857143,0.26111111,0.37470726,0.43611111,0.81081837,0.175,1.997557588,0.30418251,0.144892469,63.51338592,10.60131063,0.370121042,120.0357113,2008,NA,0.755429178664545
"Juan Tejeda","PHI","AA",26,101,0.0990099,0.13861386,0.71428571,0.21111111,0.29,0.31111111,0.60111111,0.1,0.85714283,0.24,0.011110603,7.861392746,-4.465230053,0.28053948,63.77572247,2008,NA,0.755429178664545
"Josh Johnson","HOU","AAA",25,100,0.08,0.34,0.23529412,0.18181818,0.26530612,0.29545455,0.56076067,0.11363637,4.235150422,0.26923077,0.147165584,6.427610584,-5.561134748,0.259989046,52.91212072,2008,NA,-0.584381146607858
"Anthony Webster","PIT","AA",25,323,0.07120743,0.06501548,1.0952381,0.22945205,0.28840125,0.35273973,0.64114098,0.12328768,6.679635991,0.23134328,-0.543748595,26.92189384,-12.49888997,0.287336786,68.29365436,2008,NA,0.311800243521488
"Michael Collins","LAA","AA",23,293,0.05119454,0.12627986,0.40540541,0.264,0.35051546,0.412,0.76251546,0.148,6.353205825,0.28638498,-0.637280176,38.05441898,1.17127685,0.346451262,103.1756428,2008,NA,-0.575457626764627
"Garrett Guzman","WSN","AAA",25,435,0.10114943,0.09885057,1.02325581,0.24675325,0.3202765,0.38961039,0.70988689,0.14285714,5.213341719,0.25443787,-0.770649155,47.74604151,-5.003191186,0.319007801,90.18805342,2008,NA,-0.584381146607858
"Mike Rodriguez","BAL","AA",27,433,0.06466513,0.16628176,0.38888889,0.2556962,0.30444965,0.35696203,0.66141168,0.10126583,6.41031635,0.30124224,1.821831081,40.50448291,-12.34133563,0.299903821,76.64652385,2008,NA,1.1990581138076
"Jarred Ball","HOU","AA",25,198,0.12626263,0.24242424,0.52083333,0.25882353,0.36040609,0.4,0.76040609,0.14117647,8.614904906,0.3553719,1.895533887,26.22779043,1.303346261,0.349577775,105.2291889,2008,NA,0.311800243521488
"Corey Ragsdale","TEX","AA",25,247,0.11336032,0.25506073,0.44444444,0.21674877,0.32231405,0.37931034,0.70162439,0.16256157,8.010969968,0.27857143,1.334812271,26.74774118,-4.344873517,0.320341061,86.02602721,2008,NA,0.311800243521488
"Issmael Salas","CHC","AA",25,75,0.08,0.06666667,1.2,0.22727273,0.29166667,0.28787879,0.57954546,0.06060606,5.611091175,0.24590164,0.624977806,5.275939044,-3.952911298,0.274523406,57.16789035,2008,NA,0.311800243521488
"Tagg Bozied","FLA","AAA",28,484,0.10330579,0.15702479,0.65789474,0.30588235,0.3822314,0.56941176,0.95164316,0.26352941,5.241888292,0.31804281,0.5976043,89.72379097,24.06483772,0.402129962,136.6512662,2008,NA,0.343515025315137
"Dayton Buller","SFG","AAA",27,87,0.04597701,0.29885057,0.15384615,0.225,0.26744186,0.4,0.66744186,0.175,2.14943608,0.28846154,0.014831221,7.528674687,-3.865261097,0.29016689,65.7643947,2008,NA,0.0342163013408052
"Matthew Whitney","CLE","AA",24,531,0.11111111,0.17514124,0.6344086,0.26781857,0.3559322,0.40388769,0.75981989,0.13606912,1.965834018,0.31404959,0.074239031,70.01313712,5.206833101,0.347127501,108.0344546,2008,NA,-0.13182869162157
"Chris Walker","LAA","AAA",27,345,0.04927536,0.16811594,0.29310345,0.25705329,0.29411765,0.33855799,0.63267564,0.0815047,7.430692692,0.30798479,-1.845546242,26.73788547,-20.06446757,0.280527243,57.12936153,2008,NA,0.0342163013408052
"Micah Schnurstein","CHW","AA",23,322,0.0621118,0.16459627,0.37735849,0.21843003,0.27725857,0.30375427,0.58101284,0.08532424,5.847205945,0.25104603,1.272897659,21.42938682,-18.19314398,0.269833761,54.08384166,2008,NA,-0.575457626764627
"Jake Wald","SFG","AAA",27,419,0.1026253,0.25536993,0.40186916,0.24657534,0.33333333,0.37260274,0.70593607,0.1260274,6.565691027,0.33464567,1.217957162,46.83287729,-7.462568439,0.320621795,86.51812702,2008,NA,0.0342163013408052
"David Smith","TOR","AA",27,387,0.12919897,0.23514212,0.54945055,0.27108434,0.37209302,0.49698795,0.86908097,0.22590361,2.964643107,0.33039648,-0.470337387,63.74665011,16.70619448,0.387234783,135.6094672,2008,NA,1.1990581138076
"Nathan Panther","CLE","AA",26,347,0.129683,0.17002882,0.76271186,0.24829932,0.34502924,0.3877551,0.73278434,0.13945578,5.01186255,0.28571429,0.845957507,42.02416511,-0.325717177,0.333882387,99.23089001,2008,NA,0.755429178664545
"Jemel Spearman","WSN","AAA",27,163,0.09202454,0.1595092,0.57692308,0.24822695,0.31677019,0.37588652,0.69265671,0.12765957,6.422532819,0.27586207,1.566647784,17.07022419,-2.643932485,0.312313885,86.7469541,2008,NA,0.0342163013408052
"Matt Morgan","ARI","AAA",26,165,0.06060606,0.16363636,0.37037037,0.25657895,0.30246914,0.34868421,0.65115335,0.09210526,4.277145339,0.30645161,0.244256569,14.40050346,-7.983230601,0.291545418,64.33467902,2008,NA,-0.275082422633527
"Matt Craig","CHC","AAA",27,272,0.16911765,0.15808824,1.06976744,0.31081081,0.4375,0.51351351,0.95101351,0.2027027,3.11910551,0.34911243,0.527307336,52.97948437,18.3117931,0.424102576,154.2685763,2008,NA,0.0342163013408052
"Wes Timmons","ATL","AAA",29,301,0.14950166,0.08305648,1.8,0.25104603,0.39393939,0.35146444,0.74540383,0.10041841,5.315229846,0.27230047,2.12716265,41.26021995,5.423950915,0.350676677,115.1353672,2008,NA,0.652813749289469
"Gabriel Martinez","TBR","AA",25,568,0.08626761,0.18838028,0.45794393,0.27592955,0.34330986,0.45009785,0.79340771,0.1741683,1.319327705,0.3126615,0.210107355,77.85257262,7.959412694,0.356971174,111.3879709,2008,NA,0.311800243521488
"Phil Avlas","ARI","AAA",25,249,0.06827309,0.12851406,0.53125,0.29411765,0.33606557,0.38461538,0.72068095,0.09049773,3.784898919,0.32642487,0.402878414,27.84647837,-5.932611219,0.319227038,82.43703045,2008,NA,-0.584381146607858
"Sergio Garcia","LAD","AAA",28,103,0.11650485,0.0776699,1.5,0.28888889,0.37864078,0.37777778,0.75641856,0.08888889,6.249552211,0.31707317,0.238433336,13.95856214,-0.014314272,0.345927196,99.89755673,2008,NA,0.343515025315137
"Larry Broadway","WSN","AAA",27,492,0.11788618,0.21341463,0.55238095,0.26573427,0.35365854,0.41025641,0.76391495,0.14452214,3.46205744,0.33018868,-3.095437401,62.68212695,4.105899825,0.338675369,107.0094986,2008,NA,0.0342163013408052
"Dave Wallace","WSN","AAA",28,148,0.12837838,0.21621622,0.59375,0.24,0.34459459,0.368,0.71259459,0.128,1.713190638,0.29347826,-0.531204794,17.10868187,-0.511809222,0.324032941,97.09537482,2008,NA,0.343515025315137
"Chris De La Cruz","FLA","AA",26,198,0.13131313,0.14646465,0.89655172,0.24117647,0.34517766,0.33529412,0.68047178,0.09411765,1.756841906,0.27536232,-1.260019892,21.44848585,-2.659668984,0.318117442,88.12001494,2008,NA,0.755429178664545
"Jon Nelson","SEA","AA",28,405,0.0345679,0.24691358,0.14,0.27466667,0.31328321,0.43466667,0.74794988,0.16,4.629442075,0.34831461,-0.145265064,47.91649537,-3.356569308,0.331966823,93.78172542,2008,NA,1.64268704895066
"Marcos Yepez","WSN","AA",26,203,0.11330049,0.18226601,0.62162162,0.25149701,0.34375,0.35928144,0.70303144,0.10778443,6.778547107,0.31538462,-0.092465543,22.92087966,-1.85441171,0.32377833,92.51507608,2008,NA,0.755429178664545
"Chase Lambin","FLA","AAA",28,349,0.10315186,0.23782235,0.43373494,0.29967427,0.3782235,0.51791531,0.89613881,0.21824104,5.408724072,0.36792453,0.037817802,59.31050188,11.96551286,0.384730674,125.2730291,2008,NA,0.343515025315137
"Bobby Malek","LAD","AA",26,65,0.09230769,0.26153846,0.35294118,0.21052632,0.28125,0.24561404,0.52686404,0.03508772,2.642857143,0.29268293,0.023508515,3.486573415,-4.511763549,0.253878556,43.59122941,2008,NA,0.755429178664545
"Ambiorix Concepcion","NYM","AA",26,486,0.03703704,0.22633745,0.16363636,0.24122807,0.2768595,0.38157895,0.65843845,0.14035088,6.75108804,0.28994083,2.270392215,42.93749013,-16.37675423,0.293499577,72.38984597,2008,NA,0.755429178664545
"Yordany Ramirez","HOU","AAA",23,457,0.02407002,0.14223195,0.16923077,0.23148148,0.25438596,0.38194444,0.6363304,0.15046296,6.428769296,0.24242424,-0.376216548,31.61768508,-30.37847533,0.271153512,50.99942459,2008,NA,-1.20297859455652
"Chad Spann","BOS","AAA",24,279,0.0609319,0.2437276,0.25,0.21484375,0.26978417,0.2890625,0.55884667,0.07421875,2.414436574,0.27419355,-0.299246573,17.10241076,-17.42612423,0.256515405,48.03293642,2008,NA,-0.89367987058219
"Duke Sardinha","COL","AA",27,78,0.02564103,0.28205128,0.09090909,0.17567568,0.21794872,0.25675676,0.47470548,0.08108108,0.85714283,0.23529412,-0.005262838,1.969629872,-7.849090558,0.21990804,20.05994453,2008,NA,1.1990581138076
"Gabriel Lopez","SDP","AA",28,401,0.09476309,0.07730673,1.22580645,0.24501425,0.32405063,0.32478632,0.64883695,0.07977207,3.608862458,0.26018809,-2.050234875,38.07723442,-12.40105907,0.30421306,75.43288766,2008,NA,1.64268704895066
"Erold Andrus","TBR","AA",23,531,0.09981168,0.17137476,0.58241758,0.25536481,0.33081285,0.38841202,0.71922487,0.13304721,4.893871978,0.29866667,-0.068897543,60.93251306,-4.407747363,0.329396667,93.25416315,2008,NA,-0.575457626764627
"Brian Stavisky","LAA","AA",27,371,0.12938005,0.1671159,0.77419355,0.31210191,0.40810811,0.52229299,0.9304011,0.21019108,4.189202547,0.34309623,1.030346125,68.10131414,21.39945159,0.411379222,145.8214093,2008,NA,1.1990581138076
"Javier Guzman","ATL","AA",26,430,0.04418605,0.11395349,0.3877551,0.25322997,0.29904306,0.34366925,0.64271231,0.09043928,5.677670896,0.27810651,0.018304075,37.69710022,-15.21497508,0.295928934,71.24479622,2008,NA,0.755429178664545
"Kody Kirkland","DET","AA",25,437,0.09382151,0.27231121,0.34453782,0.2393617,0.32175926,0.38829787,0.71005713,0.14893617,6.490402409,0.31496063,0.914125379,48.85399316,-4.08553991,0.321413198,92.26216642,2008,NA,0.311800243521488
"Josh Kreuzer","TOR","AA",25,132,0.07575758,0.21212121,0.35714286,0.1637931,0.2519084,0.18965517,0.44156357,0.02586207,4.493287836,0.21348315,0.415150829,3.799332972,-12.31070871,0.220069792,23.58363217,2008,NA,0.311800243521488
"Tim Gradoville","TEX","AA",28,125,0.04,0.288,0.13888889,0.1826087,0.22764228,0.22608696,0.45372924,0.04347826,3.924779093,0.25316456,0.18987916,2.664774836,-13.02258845,0.214201414,17.81281942,2008,NA,1.64268704895066
"Nate Gold","TEX","AAA",28,542,0.11254613,0.22324723,0.50413223,0.25473684,0.33948339,0.47368421,0.8131676,0.21894737,2.907321851,0.29253731,-0.324913517,75.78553248,2.258357556,0.350780642,103.0714597,2008,NA,0.343515025315137
"Mario Lisson","KCR","AA",24,531,0.06214689,0.19774011,0.31428571,0.22478992,0.28435115,0.37394958,0.65830073,0.14915966,6.826057211,0.25619835,3.508462647,46.77361321,-20.06921433,0.295904239,69.97551559,2008,NA,-0.13182869162157
"Doug Deeds","CHC","AA",27,468,0.09188034,0.21367521,0.43,0.32451923,0.38924731,0.51442308,0.90367039,0.18990385,5.451571545,0.40065147,1.352238898,81.53085628,23.94283014,0.402875574,141.5760563,2008,NA,1.1990581138076
"Jed Morris","OAK","AA",28,132,0.09848485,0.13636364,0.72222222,0.2605042,0.33333333,0.40336134,0.73669467,0.14285714,2.597125455,0.28571429,-0.013764346,15.91981068,-0.696485435,0.335234703,95.80841945,2008,NA,1.64268704895066
"Olmo Rosario","SFG","AA",27,450,0.04444444,0.14888889,0.29850746,0.29761905,0.33258929,0.46904762,0.80163691,0.17142857,5.869596339,0.32947977,0.501589013,61.01250298,6.091906353,0.351727942,111.0922072,2008,NA,1.1990581138076
"Kennard Jones","BAL","AA",26,160,0.09375,0.13125,0.71428571,0.25714286,0.32278481,0.35,0.67278481,0.09285714,6.629645159,0.2892562,0.361342646,15.68932568,-3.837997565,0.305468996,80.34550094,2008,NA,0.755429178664545
"Alberto Concepcion","FLA","AA",27,250,0.108,0.168,0.64285714,0.27230047,0.36947791,0.40375587,0.77323378,0.1314554,3.390775045,0.31547619,-0.60657407,33.74270498,2.2864494,0.351922475,107.1269389,2008,NA,1.1990581138076
"Peter Ciofrone","SDP","AAA",24,500,0.092,0.142,0.64788732,0.30434783,0.38306452,0.49656751,0.87963203,0.19221968,4.550053308,0.32857143,0.537484141,84.24446918,17.18743111,0.38420701,125.2989326,2008,NA,-0.89367987058219
"Luis Bolivar","CIN","AAA",27,421,0.06650831,0.21615202,0.30769231,0.27027027,0.33090024,0.42702703,0.75792727,0.15675676,7.497651267,0.32846715,2.497387863,53.03794215,2.579295327,0.338319596,104.8902091,2008,NA,0.0342163013408052
"Neil Wilson","COL","AA",24,170,0.05294118,0.13529412,0.39130435,0.25949367,0.30357143,0.42405063,0.72762206,0.16455696,1.532738095,0.27131783,-0.456281415,19.11797134,-2.281803957,0.325382385,89.33725273,2008,NA,-0.13182869162157
"Adam Donachie","KCR","AA",24,308,0.12012987,0.23051948,0.52112676,0.21212121,0.31023102,0.29924242,0.60947344,0.08712121,1.985820818,0.26984127,-0.274094094,25.61600128,-13.15535631,0.289957191,66.06939471,2008,NA,-0.13182869162157
"Edwar Gonzalez","NYY","AA",25,426,0.04694836,0.17370892,0.27027027,0.29545455,0.33333333,0.47979798,0.81313131,0.18434343,3.771875714,0.32907348,-0.501441167,59.21331985,7.221821705,0.355937855,113.8903897,2008,NA,0.311800243521488
"Jason Cooper","CLE","AAA",27,362,0.12707182,0.17403315,0.73015873,0.24671053,0.35635359,0.42434211,0.7806957,0.17763158,3.994907413,0.27966102,-1.957608072,49.20408262,6.105313884,0.349244795,114.1658661,2008,NA,0.0342163013408052
"Michael Garciaparra","MIL","AA",25,111,0.02702703,0.22522523,0.12,0.33980583,0.37037037,0.48543689,0.85580726,0.14563106,4.835916578,0.42666667,0.012657071,17.5715373,3.912838788,0.383215831,128.6472301,2008,NA,0.311800243521488
"Thomas Collaro","CHW","AA",25,336,0.07738095,0.31547619,0.24528302,0.20198675,0.26488095,0.3410596,0.60594055,0.13907285,3.438225057,0.27319588,0.198656756,23.68273735,-17.55654817,0.273575063,58.13255803,2008,NA,0.311800243521488
"Jake Blalock","PHI","AA",24,169,0.08284024,0.22485207,0.36842105,0.23529412,0.29585799,0.31372549,0.60958348,0.07843137,0.95014883,0.29565217,0.021211152,13.38596802,-7.239767158,0.282229997,64.89934979,2008,NA,-0.13182869162157
"Brian Dopirak","TOR","AA",24,91,0.02197802,0.10989011,0.2,0.28735632,0.2967033,0.42528736,0.72199066,0.13793104,1.659881212,0.2987013,-0.220086224,9.810600805,-1.295564291,0.317488926,88.33472868,2008,NA,-0.13182869162157
"Pedro Cotto","DET","AA",26,122,0.06557377,0.13934426,0.47058824,0.25454545,0.32231405,0.38181818,0.70413223,0.12727273,4.264612662,0.28571429,-1.273894422,13.24573405,-1.643849925,0.318429254,88.95973234,2008,NA,0.755429178664545
"Kevin Howard","LAD","AAA",27,289,0.12802768,0.11764706,1.08823529,0.27530364,0.36842105,0.46963563,0.83805668,0.19433199,1.802745679,0.28078818,-1.605110632,44.29818904,5.092739682,0.366101871,112.9898771,2008,NA,0.0342163013408052
"Cody Haerther","STL","AAA",24,374,0.09358289,0.17647059,0.53030303,0.25903614,0.33423181,0.36144578,0.69567759,0.10240964,2.088783401,0.31178707,-1.391103133,40.10398774,-9.86001705,0.315819783,81.04487802,2008,NA,-0.89367987058219
"Javier Colina","CHW","AA",29,197,0.05583756,0.14720812,0.37931034,0.28729282,0.33163265,0.45856354,0.79019619,0.17127072,5.206005482,0.31081081,0.352650135,26.11648774,2.222849184,0.348675374,110.0996566,2008,NA,2.08631598409372
"Derek Wathan","DET","AAA",31,302,0.03642384,0.17880795,0.2037037,0.21201413,0.24324324,0.28621908,0.52946232,0.07420495,6.096594957,0.25110132,-0.240613541,14.28659853,-21.66872788,0.239314877,39.73430354,2008,NA,1.27141119723813
"Richard Paz","HOU","AAA",30,330,0.16666667,0.11818182,1.41025641,0.27480916,0.40615385,0.38167939,0.78783324,0.10687023,3.549571638,0.30630631,0.37622652,49.01947689,6.921392709,0.368830286,117.0631621,2008,NA,0.9621124732638
"Joey Hammond","PHI","AA",30,495,0.12121212,0.15353535,0.78947368,0.26635514,0.35772358,0.35514019,0.71286377,0.08878505,3.546378297,0.31428571,-0.749918681,58.90936564,-1.031123758,0.330132231,98.02466922,2008,NA,2.52994491923678
